"","X","Player","Span","Mat","Start","Sub","Pts","Tries","Conv","Pens","Drop","GfM","Won","Lost","Draw","X.","Team"
"4615",4615,"F Semenzato ","2011-2012",12,9,3,"5",1,0,0,0,0,2,10,0,16.66,"Italy"
"4616",4616,"L Serin ","1928-1931",12,12,0,"3",1,0,0,0,0,6,6,0,50,"Fra"
"4617",4617,"E Sgorbati ","1933-1942",12,12,0,"0",0,0,0,0,0,5,6,1,45.83,"Italy"
"4618",4618,"G Shaw ","1972-1977",12,12,0,"0",0,0,0,0,0,5,5,2,50,"Wales"
"4619",4619,"RC Shaw ","2008-2013",12,6,6,"15",3,0,0,0,0,3,9,0,25,"USA"
"4620",4620,"Y Shelepkov ","2000-2004",12,8,4,"10",2,0,0,0,0,6,6,0,50,"Russ"
"4621",4621,"S Shubitidze ","2015-2018",12,3,9,"0",0,0,0,0,0,9,2,1,79.16,"Georg"
"4622",4622,"JE Simes ","1989-1996",12,9,3,"0",0,0,0,0,0,9,3,0,75,"Arg"
"4623",4623,"CD Skosan ","2017-2017",12,12,0,"10",2,0,0,0,0,7,3,2,66.66,"SA"
"4624",4624,"JM Sleightholme ","1996-1997",12,12,0,"20",4,0,0,0,0,9,3,0,75,"Eng"
"4625",4625,"SEJ Smart ","1913-1920",12,12,0,"0",0,0,0,0,0,10,2,0,83.33,"Eng"
"4626",4626,"JH Smith ","1951-1954",12,12,0,"0",0,0,0,0,0,5,6,1,45.83,"Ire"
"4627",4627,"TS Smith ","1921-1925",12,12,0,"3",1,0,0,0,0,4,8,0,33.33,"Aust"
"4628",4628,"GM Snyder ","1991-1998",12,7,5,"0",0,0,0,0,0,3,9,0,25,"Zimb"
"4629",4629,"A Sommer ","1985-1989",12,9,3,"4",1,0,0,0,0,5,6,1,45.83,"Urug"
"4630",4630,"WRR Sotutu ","1999-1999",12,10,2,"10",2,0,0,0,0,8,4,0,66.66,"Fiji"
"4631",4631,"SNG Staniforth ","1999-2007",12,5,7,"35",7,0,0,0,0,8,4,0,66.66,"Aust"
"4632",4632,"S Starovatov ","1993-1996",12,12,0,"0",0,0,0,0,0,9,3,0,75,"Russ"
"4633",4633,"NB Stiles ","2001-2002",12,12,0,"5",1,0,0,0,0,6,5,1,54.16,"Aust"
"4634",4634,"L Stokes ","1875-1881",12,12,0,"19G",0,17,0,2,0,8,1,3,79.16,"Eng"
"4635",4635,"P Stokes ","1913-1922",12,12,0,"12",4,0,0,0,0,3,9,0,25,"Ire"
"4636",4636,"S Sukhikh ","2006-2012",12,11,1,"0",0,0,0,0,0,0,12,0,0,"Ukr"
"4637",4637,"B Surgener ","2001-2005",12,6,6,"0",0,0,0,0,0,3,9,0,25,"USA"
"4638",4638,"NMCN Taful ","2006-2015",12,3,9,"2",0,1,0,0,0,4,8,0,33.33,"Port"
"4639",4639,"T Taniguchi ","2006-2008",12,5,7,"10",2,0,0,0,0,5,7,0,41.66,"JPN"
"4640",4640,"JA Tarpoff ","2002-2006",12,4,8,"0",0,0,0,0,0,5,7,0,41.66,"USA"
"4641",4641,"FC Tatu ","2003-2013",12,8,4,"0",0,0,0,0,0,8,4,0,66.66,"Rom"
"4642",4642,"JI Thrush ","2013-2015",12,6,6,"10",2,0,0,0,0,11,1,0,91.66,"NZ"
"4643",4643,"M Tibuleac ","1957-1968",12,10,2,"0",0,0,0,0,0,9,2,1,79.16,"Rom"
"4644",4644,"L Timani ","2016-2017",12,6,6,"5",1,0,0,0,0,6,6,0,50,"Aust"
"4645",4645,"S Toga ","1964-1970",12,12,0,"21",7,0,0,0,0,8,3,1,70.83,"Fiji"
"4646",4646,"T Toke ","2007-2010",12,8,4,"5",1,0,0,0,0,4,8,0,33.33,"Tonga"
"4647",4647,"Y Tokunaga ","2017-2019",12,6,6,"0",0,0,0,0,0,7,4,1,62.5,"JPN"
"4648",4648,"JT Toothill ","1890-1894",12,12,0,"1",1,0,0,0,0,9,3,0,75,"Eng"
"4649",4649,"G Troncon ","1962-1972",12,11,1,"3",1,0,0,0,0,5,6,1,45.83,"Italy"
"4650",4650,"T Tsuchiya ","1952-1959",12,12,0,"9",3,0,0,0,0,0,11,1,4.16,"JPN"
"4651",4651,"S Tufui ","1926-1934",12,12,0,"6",2,0,0,0,0,5,7,0,41.66,"Tonga"
"4652",4652,"K Tuivailala ","1987-1991",12,11,1,"21",0,6,3,0,0,2,9,1,20.83,"Tonga"
"4653",4653,"IM Tupou ","2006-2009",12,7,5,"15",3,0,0,0,0,5,7,0,41.66,"Tonga"
"4654",4654,"WKO Tupou ","2017-2019",12,12,0,"5",1,0,0,0,0,7,5,0,58.33,"JPN"
"4655",4655,"H Ujino ","1976-1982",12,12,0,"24",6,0,0,0,0,3,8,1,29.16,"JPN"
"4656",4656,"PDW Uys ","1960-1969",12,11,1,"0",0,0,0,0,0,10,1,1,87.5,"SA"
"4657",4657,"S Va'enuku ","2003-2007",12,10,2,"15",3,0,0,0,0,1,11,0,8.33,"Tonga"
"4658",4658,"MOMU Vaipulu ","2017-2019",12,11,1,"0",0,0,0,0,0,4,8,0,33.33,"Tonga"
"4659",4659,"AJ van der Merwe ","1955-1960",12,12,0,"0",0,0,0,0,0,6,5,1,54.16,"SA"
"4660",4660,"RAM van Schoor ","1949-1953",12,12,0,"6",2,0,0,0,0,11,1,0,91.66,"SA"
"4661",4661,"KTP Veainu ","2015-2019",12,12,0,"40",8,0,0,0,0,6,6,0,50,"Tonga"
"4662",4662,"A Veitokani ","2018-2019",12,5,7,"12",1,2,1,0,0,6,6,0,50,"Fiji"
"4663",4663,"F Velarde Brandt ","2017-2018",12,12,0,"15",3,0,0,0,0,4,8,0,33.33,"Chile"
"4664",4664,"R Ventura ","1975-1983",12,12,0,"24",6,0,0,0,0,11,1,0,91.66,"Arg"
"4665",4665,"A Vernet Basualdo ","2004-2009",12,6,6,"0",0,0,0,0,0,9,3,0,75,"Arg"
"4666",4666,"PP Verschae Gonzalez ","2013-2018",12,9,3,"10",2,0,0,0,0,2,9,1,20.83,"Chile"
"4667",4667,"E Viera ","1975-1979",12,11,1,"4",1,0,0,0,0,6,5,1,54.16,"Urug"
"4668",4668,"C Vogl ","1996-1998",12,10,2,"0",0,0,0,0,0,4,8,0,33.33,"USA"
"4669",4669,"P Vokrouhlik ","2005-2008",12,7,5,"13",1,1,2,0,0,1,11,0,8.33,"Czech"
"4670",4670,"W Votu ","2012-2014",12,10,2,"25",5,0,0,0,0,7,5,0,58.33,"Fiji"
"4671",4671,"S Vularika ","2016-2019",12,5,7,"0",0,0,0,0,0,8,4,0,66.66,"Fiji"
"4672",4672,"R Warren ","2004-2008",12,9,3,"119",0,13,29,2,0,7,5,0,58.33,"Samoa"
"4673",4673,"WH Watts ","1892-1896",12,12,0,"0",0,0,0,0,0,5,7,0,41.66,"Wales"
"4674",4674,"CSH Webb ","1932-1936",12,12,0,"0",0,0,0,0,0,5,6,1,45.83,"Eng"
"4675",4675,"RE Webb ","1967-1972",12,12,0,"6",2,0,0,0,0,4,7,1,37.5,"Eng"
"4676",4676,"GC Wells ","2000-2001",12,12,0,"100",0,14,22,2,0,3,9,0,25,"USA"
"4677",4677,"JS Welsh ","2012-2018",12,4,8,"5",1,0,0,0,0,5,7,0,41.66,"Scot"
"4678",4678,"JJ Whitfield ","1919-1924",12,12,0,"15",5,0,0,0,0,6,5,1,54.16,"Wales"
"4679",4679,"C Williams ","1977-1983",12,12,0,"4",1,0,0,0,0,5,6,1,45.83,"Lions/Wales"
"4680",4680,"RK Willis ","1998-2002",12,4,8,"0",0,0,0,0,0,7,5,0,58.33,"NZ"
"4681",4681,"F Wood ","1907-1914",12,12,0,"3",1,0,0,0,0,2,9,1,20.83,"Aust"
"4682",4682,"G Yachvili ","2001-2003",12,12,0,"10",2,0,0,0,0,6,6,0,50,"Georg"
"4683",4683,"O Yatsuhashi ","1996-2000",12,7,5,"25",5,0,0,0,0,5,7,0,41.66,"JPN"
"4684",4684,"O Zhukov ","2000-2006",12,8,4,"0",0,0,0,0,0,8,4,0,66.66,"Russ"
"4685",4685,"E Abbiati ","1968-1974",11,11,0,"7",2,0,0,0,0,4,6,1,40.9,"Italy"
"4686",4686,"M Aizawa ","1984-1988",11,11,0,"0",0,0,0,0,0,2,8,1,22.72,"JPN"
"4687",4687,"N Andghuladze ","1997-2004",11,7,4,"5",1,0,0,0,0,5,5,1,50,"Georg"
"4688",4688,"JAA Ansbro ","2010-2012",11,11,0,"15",3,0,0,0,0,7,4,0,63.63,"Scot"
"4689",4689,"R Astre ","1971-1976",11,10,1,"10",1,0,0,2,0,5,6,0,45.45,"Fra"
"4690",4690,"L Avelli Maira ","2018-2019",11,8,3,"10",2,0,0,0,0,3,8,0,27.27,"Chile"
"4691",4691,"L Avigo ","1959-1966",11,11,0,"0",0,0,0,0,0,4,6,1,40.9,"Italy"
"4692",4692,"MB Avramovic ","2005-2009",11,11,0,"20",4,0,0,0,0,6,5,0,54.54,"Arg"
"4693",4693,"MO Aylor ","2006-2008",11,5,6,"0",0,0,0,0,0,3,8,0,27.27,"USA"
"4694",4694,"R Bailey ","1979-1987",11,11,0,"0",0,0,0,0,0,2,8,1,22.72,"USA"
"4695",4695,"DM Bain ","1911-1914",11,11,0,"0",0,0,0,0,0,4,7,0,36.36,"Scot"
"4696",4696,"C Baldassari ","2003-2005",11,11,0,"10",2,0,0,0,0,5,6,0,45.45,"Urug"
"4697",4697,"D Bamba ","2018-2020",11,4,7,"0",0,0,0,0,0,6,5,0,54.54,"Fra"
"4698",4698,"RE Bands ","2003-2003",11,8,3,"10",2,0,0,0,0,6,5,0,54.54,"SA"
"4699",4699,"BA Basson ","2010-2013",11,9,2,"15",3,0,0,0,0,9,2,0,81.81,"SA"
"4700",4700,"R Bastide Gutierrez ","1997-1999",11,10,1,"15",3,0,0,0,0,5,6,0,45.45,"Spain"
"4701",4701,"S Bekoshvili ","2017-2017",11,4,7,"0",0,0,0,0,0,8,3,0,72.72,"Georg"
"4702",4702,"RTE Bergiers ","1972-1975",11,11,0,"8",2,0,0,0,0,7,4,0,63.63,"Wales"
"4703",4703,"PJ Berkery ","1954-1958",11,11,0,"5",0,1,1,0,0,6,5,0,54.54,"Ire"
"4704",4704,"DM Bertram ","1922-1924",11,11,0,"8",2,1,0,0,0,6,3,2,63.63,"Scot"
"4705",4705,"JC Bevan ","1971-1973",11,11,0,"19",5,0,0,0,0,9,2,0,81.81,"Lions/Wales"
"4706",4706,"C Bezzi ","2003-2005",11,10,1,"0",0,0,0,0,0,2,9,0,18.18,"Italy"
"4707",4707,"ML Birtwistle ","1991-1996",11,10,1,"0",0,0,0,0,0,6,5,0,54.54,"Samoa"
"4708",4708,"AF Blowers ","1996-1999",11,4,7,"0",0,0,0,0,0,10,1,0,90.9,"NZ"
"4709",4709,"A Bohme Alemparte ","2018-2019",11,5,6,"10",2,0,0,0,0,0,11,0,0,"Chile"
"4710",4710,"WN Bolton ","1882-1887",11,11,0,"2G",6,2,0,0,0,7,2,2,72.72,"Eng"
"4711",4711,"T Boni ","2016-2018",11,10,1,"5",1,0,0,0,0,2,9,0,18.18,"Italy"
"4712",4712,"H Bonneval ","2014-2018",11,9,2,"20",4,0,0,0,0,6,4,1,59.09,"Fra"
"4713",4713,"N Bontems ","2017-2020",11,9,2,"0",0,0,0,0,0,2,9,0,18.18,"Belg"
"4714",4714,"CV Boyle ","1935-1939",11,11,0,"3",1,0,0,0,0,5,6,0,45.45,"GB/Ire"
"4715",4715,"JWP Breckenridge ","1925-1930",11,10,1,"0",0,0,0,0,0,7,4,0,63.63,"Aust"
"4716",4716,"RC Brouwer ","2016-2019",11,5,6,"0",0,0,0,0,0,3,8,0,27.27,"Can"
"4717",4717,"WE Bryce ","1922-1924",11,11,0,"9",3,0,0,0,0,6,4,1,59.09,"Scot"
"4718",4718,"MH Burgun ","1909-1914",11,11,0,"0",0,0,0,0,0,1,10,0,9.09,"Fra"
"4719",4719,"D Bustaffa ","1977-1980",11,11,0,"4",1,0,0,0,0,3,7,1,31.81,"Fra"
"4720",4720,"WG Byron ","1896-1899",11,11,0,"0",0,0,0,0,0,7,3,1,68.18,"Ire"
"4721",4721,"DA Callam ","2006-2008",11,8,3,"5",1,0,0,0,0,3,8,0,27.27,"Scot"
"4722",4722,"A Caluzzi ","1970-1974",11,11,0,"6",0,0,1,1,0,3,6,2,36.36,"Italy"
"4723",4723,"CF Caplescu ","2007-2013",11,4,7,"0",0,0,0,0,0,8,2,1,77.27,"Rom"
"4724",4724,"MMC Cardoso Pinto ","2017-2020",11,10,1,"35",7,0,0,0,0,8,3,0,72.72,"Port"
"4725",4725,"JM Carrion Llorens ","2012-2018",11,10,1,"46",0,5,12,0,0,4,6,1,40.9,"Spain"
"4726",4726,"DM Cave ","2009-2015",11,9,2,"10",2,0,0,0,0,9,2,0,81.81,"Ire"
"4727",4727,"RI Cawa ","1928-1938",11,11,0,"6",2,0,0,0,0,7,3,1,68.18,"Fiji"
"4728",4728,"RWT Chisholm ","1955-1960",11,11,0,"5",0,1,1,0,0,4,7,0,36.36,"Scot"
"4729",4729,"J Chocarro Huesa ","1983-1990",11,10,1,"0",0,0,0,0,0,1,10,0,9.09,"Spain"
"4730",4730,"A Clark ","1996-1998",11,11,0,"0",0,0,0,0,0,6,5,0,54.54,"HK"
"4731",4731,"J Clayton ","1999-2000",11,7,4,"5",1,0,0,0,0,3,8,0,27.27,"USA"
"4732",4732,"RJ Cockrell ","1974-1981",11,10,1,"4",1,0,0,0,0,8,3,0,72.72,"SA"
"4733",4733,"T Coman ","1984-1992",11,7,4,"4",1,0,0,0,0,5,6,0,45.45,"Rom"
"4734",4734,"M Contreras Iglesias ","2014-2017",11,8,3,"5",1,0,0,0,0,3,7,1,31.81,"Chile"
"4735",4735,"MT Cook ","1986-1988",11,11,0,"4",1,0,0,0,0,7,3,1,68.18,"Aust"
"4736",4736,"MSB Cooksley ","1992-2001",11,8,3,"0",0,0,0,0,0,5,6,0,45.45,"NZ"
"4737",4737,"JCM Cooney ","2017-2020",11,1,10,"7",1,1,0,0,0,9,2,0,81.81,"Ire"
"4738",4738,"MJ Cooper ","1973-1977",11,10,1,"4",1,0,0,0,0,6,5,0,54.54,"Eng"
"4739",4739,"JMML Costa ","2011-2017",11,4,7,"0",0,0,0,0,0,5,6,0,45.45,"Port"
"4740",4740,"AI Cottrell ","1929-1932",11,11,0,"0",0,0,0,0,0,6,5,0,54.54,"NZ"
"4741",4741,"S Coughtrie ","1959-1963",11,11,0,"8",0,1,1,1,0,5,4,2,54.54,"Scot"
"4742",4742,"AG Cranston ","1976-1981",11,10,1,"0",0,0,0,0,0,2,9,0,18.18,"Scot"
"4743",4743,"M Cremaschi ","1980-1984",11,11,0,"0",0,0,0,0,0,5,5,1,50,"Fra"
"4744",4744,"J Cunningham ","2016-2019",11,10,1,"5",1,0,0,0,0,3,8,0,27.27,"HK"
"4745",4745,"TGP Curley ","1957-1958",11,11,0,"11",0,1,2,1,0,2,9,0,18.18,"Aust"
"4746",4746,"G Davies ","1947-1951",11,11,0,"0",0,0,0,0,0,5,5,1,50,"Wales"
"4747",4747,"WL Davis ","1967-1970",11,11,0,"9",3,0,0,0,0,11,0,0,100,"NZ"
"4748",4748,"L Delaney ","1989-1992",11,11,0,"0",0,0,0,0,0,3,8,0,27.27,"Wales"
"4749",4749,"JL del Valle Gelineau ","2014-2016",11,5,6,"6",1,0,0,0,0,1,10,0,9.09,"Spain"
"4750",4750,"GL Delve ","2006-2010",11,2,9,"5",1,0,0,0,0,5,6,0,45.45,"Wales"
"4751",4751,"J Diaz ","1989-1999",11,9,2,"7",1,1,0,0,0,3,8,0,27.27,"Spain"
"4752",4752,"MD Diaz ","2013-2015",11,5,6,"0",0,0,0,0,0,5,6,0,45.45,"Arg"
"4753",4753,"C Dinescu ","1934-1942",11,11,0,"0",0,0,0,0,0,2,8,1,22.72,"Rom"
"4754",4754,"FF Dobre ","2001-2012",11,4,7,"0",0,0,0,0,0,9,2,0,81.81,"Rom"
"4755",4755,"V Dosedla ","2004-2007",11,5,6,"0",0,0,0,0,0,1,10,0,9.09,"Czech"
"4756",4756,"CW Drummond ","1947-1950",11,11,0,"3",1,0,0,0,0,4,7,0,36.36,"Scot"
"4757",4757,"RH Duff ","1951-1956",11,11,0,"0",0,0,0,0,0,8,3,0,72.72,"NZ"
"4758",4758,"R Dunlop ","1889-1894",11,11,0,"1",1,0,0,0,0,2,8,1,22.72,"Ire"
"4759",4759,"Z Dzneladze ","2013-2020",11,10,1,"15",3,0,0,0,0,7,4,0,63.63,"Georg"
"4760",4760,"ER Edwards ","1921-1925",11,11,0,"3",1,0,0,0,0,8,2,1,77.27,"Eng"
"4761",4761,"O Eloshvili ","2002-2007",11,6,5,"10",2,0,0,0,0,5,6,0,45.45,"Georg"
"4762",4762,"TP Evans ","1975-1977",11,11,0,"8",2,0,0,0,0,9,2,0,81.81,"Lions/Wales"
"4763",4763,"PIO Fa'anunu ","2014-2019",11,6,5,"0",0,0,0,0,0,6,5,0,54.54,"Tonga"
"4764",4764,"P Faka'ua ","1963-1972",11,11,0,"0",0,0,0,0,0,3,7,1,31.81,"Tonga"
"4765",4765,"PN Fernandes ","1993-2000",11,9,2,"0",0,0,0,0,0,2,9,0,18.18,"Port"
"4766",4766,"R Fernandez Grosetete ","2016-2018",11,10,1,"27",5,1,0,0,0,3,7,1,31.81,"Chile"
"4767",4767,"FJ Fernandez Jimenez ","1994-1998",11,10,1,"0",0,0,0,0,0,7,4,0,63.63,"Spain"
"4768",4768,"DH Ferreira ","2017-2020",11,7,4,"0",0,0,0,0,0,5,6,0,45.45,"Port"
"4769",4769,"T Fifita ","1983-1991",11,11,0,"16",4,0,0,0,0,2,9,0,18.18,"Tonga"
"4770",4770,"VTL Fifita ","2017-2019",11,7,4,"10",2,0,0,0,0,10,0,1,95.45,"NZ"
"4771",4771,"BO Foley ","1976-1981",11,10,1,"0",0,0,0,0,0,2,9,0,18.18,"Ire"
"4772",4772,"P Fontes de Castro ","2014-2016",11,4,7,"0",0,0,0,0,0,3,7,1,31.81,"Spain"
"4773",4773,"O Fonua ","2009-2016",11,2,9,"10",2,0,0,0,0,2,9,0,18.18,"Tonga"
"4774",4774,"JA Ford ","1925-1930",11,11,0,"12",4,0,0,0,0,7,4,0,63.63,"Aust"
"4775",4775,"Y Forestier ","2012-2014",11,7,4,"0",0,0,0,0,0,6,5,0,54.54,"Fra"
"4776",4776,"F Forgues ","1911-1914",11,11,0,"0",0,0,0,0,0,1,10,0,9.09,"Fra"
"4777",4777,"G Franceschini ","1975-1978",11,11,0,"4",1,0,0,0,0,4,6,1,40.9,"Italy"
"4778",4778,"LPC Fukofuka ","2017-2019",11,0,11,"0",0,0,0,0,0,2,9,0,18.18,"Tonga"
"4779",4779,"R Fukurodate ","1976-1980",11,11,0,"0",0,0,0,0,0,2,8,1,22.72,"JPN"
"4780",4780,"E Fusco ","1960-1966",11,11,0,"6",2,0,0,0,0,3,8,0,27.27,"Italy"
